product_id,product_name,category_id,brand,unit_cost,list_price,launch_date,product_status
330,SwiftCo Puzzle 1000pc,8,SwiftCo,23.14,37.62,2023-02-23,Active
331,ZenWorks Board Game,8,ZenWorks,19.33,31.86,2025-09-01,Active
332,SmartCraft Action Figure,8,SmartCraft,20.59,32.02,2023-09-27,Active
333,PurePro Building Block Set,8,PurePro,3.05,7.34,2025-06-26,Active
334,NimbusFit Board Game,8,NimbusFit,26.03,44.84,2021-11-30,Active
335,BoldTech Doll House,8,BoldTech,9.53,16.42,2025-08-15,Active
336,PrimeFit Remote Control Car,8,PrimeFit,4.77,6.86,2022-03-10,Active
337,HomePro Canvas Tote Bag,9,HomePro,18.79,34.92,2025-08-02,Active
338,ZenTech Canvas Tote Bag,9,ZenTech,18.24,38.41,2022-07-26,Active
339,HomeTech Sunglasses,9,HomeTech,8.65,13.25,2021-11-19,Active
340,ZenTech Baseball Cap,9,ZenTech,3.86,9.85,2023-04-19,Active
341,PeakFit Beaded Bracelet,9,PeakFit,3.37,8.99,2024-07-28,Active
342,PrimeCraft Canvas Tote Bag,9,PrimeCraft,15.62,24.71,2022-10-10,Active
343,ZenCo Canvas Tote Bag,9,ZenCo,21.56,47.81,2024-01-16,Active
344,LumenLabs Leather Wallet,9,LumenLabs,3.41,5.2,2023-08-19,Active
345,ZenCraft Canvas Tote Bag,9,ZenCraft,10.64,19.72,2023-01-31,Active
346,PureLabs Sunglasses,9,PureLabs,21.61,35.87,2023-11-30,Active
347,SwiftStyle Leather Wallet,9,SwiftStyle,4.06,10.92,2022-07-09,Active
348,LumenStyle Silk Scarf,9,LumenStyle,31.63,51.54,2024-06-27,Active
349,PureFit Sunglasses,9,PureFit,3.95,8.12,2021-06-03,Active
350,HomeLabs Canvas Tote Bag,9,HomeLabs,18.89,39.73,2025-06-05,Active
351,PeakTech Sunglasses,9,PeakTech,4.31,9.65,2023-10-01,Active
352,CrispFit Analog Watch,9,CrispFit,19.41,37.84,2024-07-13,Active
353,PrimeGear Silk Scarf,9,PrimeGear,8.59,14.55,2024-08-18,Active
354,UrbanLabs Beaded Bracelet,9,UrbanLabs,13.67,34.04,2024-04-27,Active
355,BoldTech Analog Watch,9,BoldTech,13.76,20.67,2022-12-29,Clearance
356,NovaTech Sunglasses,9,NovaTech,6.06,18.15,2021-09-19,Discontinued
357,HomeCraft Baseball Cap,9,HomeCraft,3.61,12.59,2024-04-17,Active
358,PeakCo Canvas Tote Bag,9,PeakCo,9.37,16.46,2022-11-05,Active
359,PeakLabs Sunglasses,9,PeakLabs,5.03,13.91,2022-10-10,Active
360,NimbusPro Sunglasses,9,NimbusPro,12.47,30.66,2025-02-02,Discontinued
361,EcoWorks Sunglasses,9,EcoWorks,1.98,7.93,2024-07-14,Active
362,SmartTech Beaded Bracelet,9,SmartTech,21.27,47.69,2022-09-19,Active
363,PureFit Leather Wallet,9,PureFit,3.36,6.99,2022-10-03,Active
364,UrbanGear Sunglasses,9,UrbanGear,14.8,40.99,2023-03-09,Clearance
365,AeroTech Beaded Bracelet,9,AeroTech,9.06,34.98,2023-02-27,Active
366,SwiftCo Beaded Bracelet,9,SwiftCo,10.29,41.16,2022-09-12,Clearance
367,BoldStyle Silk Scarf,9,BoldStyle,8.9,23.28,2021-12-19,Active
368,UrbanTech Beaded Bracelet,9,UrbanTech,31.51,51.5,2023-03-28,Active
369,NovaStyle Sunglasses,9,NovaStyle,10.81,31.82,2025-06-28,Active
370,VitalCo Baseball Cap,9,VitalCo,3.88,6.7,2024-05-08,Active
371,SwiftWorks Silk Scarf,9,SwiftWorks,6.45,13.35,2025-04-30,Active
372,PureStyle Sunglasses,9,PureStyle,13.91,31.18,2024-01-31,Active
373,CrispTech Baseball Cap,9,CrispTech,16.86,54.41,2022-09-20,Active
374,CrispTech Phone Case,9,CrispTech,4.94,11.99,2023-10-16,Active
375,AeroGear Sunglasses,9,AeroGear,5.57,13.93,2021-06-01,Active
376,AeroWorks Beaded Bracelet,9,AeroWorks,7.66,12.94,2022-08-29,Active
377,CrispFit Sunglasses,9,CrispFit,3.25,11.55,2023-04-12,Active
378,CrispGear Whiteboard,10,CrispGear,4.51,5.31,2023-12-06,Active
379,PrimeCo Desk Lamp,10,PrimeCo,3.4,5.74,2024-04-02,Active
380,ZenLabs Notebook Set,10,ZenLabs,7.57,13.39,2023-06-07,Clearance
381,PrimeLabs Desk Lamp,10,PrimeLabs,31.61,43.07,2023-05-01,Active
382,UrbanWorks Desk Lamp,10,UrbanWorks,13.35,34.67,2022-05-05,Active
383,EcoPro Gel Pens Pack,10,EcoPro,19.06,29.19,2023-06-20,Active
384,NimbusGear Desk Lamp,10,NimbusGear,11.82,16.32,2025-04-27,Active
385,UrbanTech Notebook Set,10,UrbanTech,35.44,37.58,2024-11-12,Active
386,LumenTech Desk Organizer,10,LumenTech,36.68,56.02,2022-02-24,Active
387,BoldFit Whiteboard,10,BoldFit,4.6,8.46,2021-10-13,Active
388,HomeCraft Notebook Set,10,HomeCraft,31.28,58.5,2023-08-25,Active
389,VitalStyle Stapler,10,VitalStyle,22.79,34.25,2024-02-27,Active
390,PureFit Stapler,10,PureFit,15.43,18.3,2022-11-13,Active
391,PeakCraft Desk Organizer,10,PeakCraft,5.85,7.62,2024-12-17,Active
392,ZenCraft Desk Organizer,10,ZenCraft,5.62,9.22,2024-09-02,Active
393,NimbusLabs Stapler,10,NimbusLabs,3.84,6.07,2024-05-01,Active
394,BoldLabs Desk Organizer,10,BoldLabs,20.62,27.7,2022-05-22,Active
395,NimbusCo Desk Organizer,10,NimbusCo,9.21,19.82,2022-04-12,Active
396,UrbanTech Desk Lamp,10,UrbanTech,5.67,6.99,2021-07-09,Active
397,VitalLabs Desk Lamp,10,VitalLabs,10.43,15.18,2022-06-23,Discontinued
398,AeroGear Desk Organizer,10,AeroGear,4.98,14.96,2023-06-23,Active
399,BoldStyle Sticky Notes,10,BoldStyle,27.31,33.08,2025-02-05,Active
400,VitalPro Desk Lamp,10,VitalPro,41.72,50.17,2021-09-24,Active
401,SwiftCo Filing Folder Set,10,SwiftCo,3.94,5.98,2023-03-19,Active
402,PeakWorks Filing Folder Set,10,PeakWorks,8.94,17.04,2024-02-22,Active
403,VitalWorks Desk Lamp,10,VitalWorks,7.45,8.57,2022-04-04,Clearance
404,HomeCo Sticky Notes,10,HomeCo,30.18,33.82,2024-06-07,Clearance
405,SmartCo Filing Folder Set,10,SmartCo,37.48,51.83,2023-07-23,Active
406,HomeTech Gel Pens Pack,10,HomeTech,17.71,24.62,2022-06-22,Active
407,HomeFit Desk Organizer,10,HomeFit,11.53,17.33,2024-04-04,Active
408,LumenCraft Filing Folder Set,10,LumenCraft,5.56,8.72,2021-06-09,Active
409,SwiftFit Stapler,10,SwiftFit,32.95,59.04,2024-09-01,Active
410,PureCraft Stapler,10,PureCraft,24.48,42.37,2024-10-01,Active
411,EcoWorks Stapler,10,EcoWorks,6.02,10.62,2021-11-16,Active
412,BoldWorks Filing Folder Set,10,BoldWorks,27.57,47.51,2023-04-05,Active
413,NovaFit Stapler,10,NovaFit,13.28,20.14,2022-03-06,Active
414,VitalCraft Sticky Notes,10,VitalCraft,25.03,32.17,2025-07-26,Active
415,VitalTech Sticky Notes,10,VitalTech,34.23,41.38,2023-08-29,Active
416,SmartPro Whiteboard,10,SmartPro,14.19,19.81,2021-08-19,Active
417,AeroTech Gel Pens Pack,10,AeroTech,5.83,9.9,2022-06-30,Clearance
418,SwiftGear Desk Lamp,10,SwiftGear,2.88,5.28,2025-02-02,Active
419,VitalCo Cat Scratching Post,11,VitalCo,25.46,55.28,2023-05-24,Active
420,ZenCo Aquarium Filter,11,ZenCo,16.7,25.5,2024-11-20,Active
421,PrimeWorks Dog Leash,11,PrimeWorks,25.07,35.95,2024-04-22,Active
422,HomeTech Pet Food Bowl,11,HomeTech,117.15,137.92,2025-09-11,Active
423,LumenWorks Litter Box,11,LumenWorks,20.29,37.37,2023-12-30,Active
424,PrimeWorks Dog Leash,11,PrimeWorks,22.51,25.84,2025-07-13,Active
425,SmartCo Dog Leash,11,SmartCo,60.34,106.82,2025-04-12,Active
426,CrispStyle Chew Toy Set,11,CrispStyle,65.5,73.7,2024-01-26,Clearance
427,BoldFit Pet Food Bowl,11,BoldFit,35.9,52.49,2024-07-13,Active
428,ZenCo Aquarium Filter,11,ZenCo,20.0,35.86,2023-08-09,Clearance
429,UrbanGear Pet Food Bowl,11,UrbanGear,15.64,25.55,2025-01-05,Active
430,NimbusTech Aquarium Filter,11,NimbusTech,80.96,142.33,2023-10-16,Discontinued
431,AeroStyle Dog Bed,11,AeroStyle,52.94,75.21,2025-04-21,Active
432,PureWorks Cat Scratching Post,11,PureWorks,71.63,94.1,2024-08-21,Active
433,HomeStyle Pet Food Bowl,11,HomeStyle,48.19,62.33,2023-06-22,Active
434,ZenTech Dog Leash,11,ZenTech,26.25,48.42,2022-07-16,Active
435,PeakWorks Pet Food Bowl,11,PeakWorks,73.78,93.16,2022-06-27,Active
436,NimbusCo Chew Toy Set,11,NimbusCo,81.8,115.0,2024-03-06,Active
437,ZenGear Dog Bed,11,ZenGear,77.15,86.53,2024-09-25,Active
438,UrbanWorks Dog Bed,11,UrbanWorks,61.84,83.67,2023-09-04,Discontinued
439,EcoWorks Litter Box,11,EcoWorks,35.13,41.67,2024-02-18,Active
440,CrispLabs Pet Food Bowl,11,CrispLabs,58.97,113.17,2022-08-09,Active
441,UrbanCo Cat Scratching Post,11,UrbanCo,86.3,122.09,2021-10-01,Active
442,AeroFit Cat Scratching Post,11,AeroFit,49.0,85.69,2022-08-27,Active
443,ZenTech Cat Scratching Post,11,ZenTech,34.58,52.53,2022-08-05,Active
444,ZenCraft Dog Bed,11,ZenCraft,59.45,75.17,2022-10-20,Active
445,CrispPro Chew Toy Set,11,CrispPro,22.29,39.01,2023-10-04,Active
446,NovaLabs Litter Box,11,NovaLabs,32.48,49.2,2022-01-06,Active
447,HomePro Dog Leash,11,HomePro,33.7,46.37,2022-06-02,Active
448,VitalPro Litter Box,11,VitalPro,81.47,135.29,2024-06-03,Active
449,SmartLabs Aquarium Filter,11,SmartLabs,65.71,102.51,2024-06-23,Active
450,UrbanGear Aquarium Filter,11,UrbanGear,19.15,26.97,2021-09-10,Active
451,VitalTech Litter Box,11,VitalTech,94.09,146.72,2023-03-08,Active
452,PrimePro Litter Box,11,PrimePro,34.92,44.67,2023-10-07,Active
453,UrbanWorks Dog Bed,11,UrbanWorks,12.05,27.43,2023-03-21,Active
454,HomeStyle Pet Food Bowl,11,HomeStyle,16.47,29.41,2022-04-24,Active
455,PeakWorks Aquarium Filter,11,PeakWorks,25.38,39.75,2023-03-28,Active
456,NimbusTech Chew Toy Set,11,NimbusTech,38.87,41.25,2025-05-03,Active
457,PrimeWorks Aquarium Filter,11,PrimeWorks,19.24,34.92,2023-12-12,Clearance
458,NimbusCraft Chew Toy Set,11,NimbusCraft,24.53,35.79,2024-06-06,Active
459,VitalLabs Pet Carrier,11,VitalLabs,26.02,47.24,2025-02-16,Active
460,UrbanWorks Essential Oil Set,12,UrbanWorks,31.97,47.76,2024-09-24,Active
461,UrbanTech Vitamin C Tablets,12,UrbanTech,21.15,46.19,2023-01-24,Active
462,LumenWorks Vitamin C Tablets,12,LumenWorks,19.4,38.33,2021-06-10,Active
463,LumenGear Digital Thermometer,12,LumenGear,60.81,89.27,2022-12-09,Active
464,PureWorks Massage Gun,12,PureWorks,16.88,33.47,2024-09-05,Active
465,CrispTech Essential Oil Set,12,CrispTech,12.47,25.64,2025-02-11,Active
466,PureFit Vitamin C Tablets,12,,23.9,30.35,2025-07-19,Active
467,BoldPro Massage Gun,12,BoldPro,19.57,35.32,2023-03-26,Active
468,UrbanGear Massage Gun,12,UrbanGear,22.55,44.99,2024-08-27,Clearance
469,SmartTech Massage Gun,12,SmartTech,67.39,147.55,2023-10-13,Active
470,CrispStyle Yoga Block,12,CrispStyle,21.7,43.93,2024-01-11,Active
471,PeakStyle Essential Oil Set,12,PeakStyle,29.32,54.44,2022-05-16,Active
472,LumenLabs Massage Gun,12,LumenLabs,101.35,132.14,2022-05-14,Active
473,ZenLabs Vitamin C Tablets,12,ZenLabs,37.06,81.02,2023-04-21,Active
474,AeroLabs Blood Pressure Monitor,12,AeroLabs,49.71,73.57,2021-07-16,Discontinued
475,CrispFit Sleep Mask,12,CrispFit,11.89,26.98,2022-11-15,Active
476,EcoGear Essential Oil Set,12,EcoGear,29.05,53.55,2024-05-11,Active
477,BoldGear Sleep Mask,12,BoldGear,24.5,44.98,2023-03-03,Active
478,EcoWorks Massage Gun,12,EcoWorks,32.42,61.53,2022-02-17,Active
479,PureCo Yoga Block,12,PureCo,58.89,109.41,2023-06-10,Active
480,EcoPro Blood Pressure Monitor,12,EcoPro,91.41,141.54,2021-12-20,Active
481,LumenWorks Yoga Block,12,LumenWorks,43.2,108.3,2024-02-11,Active
482,HomeTech Sleep Mask,12,HomeTech,15.45,30.73,2021-07-13,Active
483,UrbanPro Massage Gun,12,UrbanPro,64.03,107.85,2023-02-14,Active
484,PureFit Massage Gun,12,PureFit,53.43,82.0,2023-11-11,Active
485,UrbanGear Massage Gun,12,UrbanGear,28.88,44.62,2021-07-13,Active
486,HomeWorks Essential Oil Set,12,HomeWorks,21.94,33.08,2024-03-14,Active
487,CrispWorks Massage Gun,12,CrispWorks,28.32,59.33,2022-01-01,Discontinued
488,BoldGear Vitamin C Tablets,12,BoldGear,84.44,132.23,2023-06-01,Active
489,PrimeCraft Protein Powder,12,PrimeCraft,36.68,52.7,2021-08-19,Active
490,ZenStyle Massage Gun,12,ZenStyle,43.26,88.46,2023-01-22,Clearance
491,AeroCo Vitamin C Tablets,12,AeroCo,62.58,80.91,2022-05-02,Active
492,PrimeStyle Protein Powder,12,PrimeStyle,67.85,120.17,2022-10-31,Active
493,NimbusCraft Blood Pressure Monitor,12,NimbusCraft,28.16,42.55,2024-09-18,Active
494,VitalWorks Massage Gun,12,VitalWorks,38.58,49.92,2023-01-22,Active
495,UrbanCo Massage Gun,12,UrbanCo,28.54,46.42,2024-09-03,Active
496,EcoPro Essential Oil Set,12,EcoPro,30.11,71.63,2025-01-07,Active
497,AeroGear Sleep Mask,12,AeroGear,16.72,27.77,2022-07-05,Active
498,CrispWorks Sleep Mask,12,CrispWorks,19.13,56.84,2021-10-08,Active
499,NovaTech Protein Powder,12,NovaTech,38.99,62.09,2021-07-01,Active
500,CrispCo Protein Powder,12,CrispCo,40.42,74.9,2023-10-02,Active
